GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,7972NIG,72229,17/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Hawul,,Sabon Gari,10.57260,12.15829,1,Vanguard (Lagos),"Boko Haram attacks Sabon Gari on 17/07, killing 10.",10
475,7973NIG,72230,17/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Yobe,Damaturu,,Damaturu,11.74700,11.96080,1,Daily Trust (Abuja),"Fifty are confirmed dead following three coordinated suicide explosions (of which included a 10-year-old girl) in Damaturu on the morning of 17/06. The attacks occurred at screening areas for intending Muslim worshippers at Laying Grange, Damaturu and at Phase1, in front of former state secretariat, Damaturu. Identities of the perpetrators not speculated in the source. At the initial time of the attack 9-13 were believed dead.",50
475,7974NIG,72231,17/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Katsina-Ala,,Katsina-Ala,7.16938,9.28465,1,Daily Trust (Abuja),"Unknown gunmen killed 24, including a prominent PDP politician believed to be the ""godfather"" of former governor Gabriel Suswam in Kastina-Ala town of Benue State.",24
475,7975NIG,72232,18/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Katsina-Ala,,Katsina-Ala,7.16938,9.28465,2,The Sun (Nigeria),"A couple is shot and killed by unidentified gunmen in Katsina-Ala LGA. The attack was described as an ""assassination."" A politician was killed in the area the previous day.",2
475,7976NIG,72233,19/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Bayelsa,Yenegoa,,Korama,5.03550,6.29735,1,Daily Trust (Abuja),"Residents blockade a oil refinery in Korama, demanding electricity from the facility.",0
475,7977NIG,72234,19/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,Rioters (Nigeria),,5,55,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,1,Daily Independent (Lagos),A church is forced to close after two pastors and their loyalists engaged fierce battle over who controls the parish.,0
475,7978NIG,72235,20/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Delta,Isoko South,,Olomoro,5.41210,6.13942,1,Daily Trust (Abuja),Residents of Olomoro block roads in protest of the movement of a community centre.,0
475,7979NIG,72236,20/07/2015,2015,1,Battle-No change of territory,Police Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Yobe,Damaturu,,Damaturu,11.74700,11.96080,1,This Day (Lagos),Three police and five members of Boko Haram are dead after the latter carried out a bomb attack on a police outpost in Damaturu.,8
475,7980NIG,72237,21/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),Students (Nigeria),6,,,0,60,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Nigerian Tribune,University of Benin students protest the alleged killing of a fellow student by police.,0
475,7981NIG,72238,21/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Anambra,Dunukofia,,Ifite-Ukpo,6.19735,6.95183,1,The Nation (Nigeria),"A unidentified group protests PDP meetings in Umuokpu, Otolo and Ukpo, Anambra.",0
475,7982NIG,72239,21/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,The Nation (Nigeria),Construction workers protest poor welfare in Lagos on 21/07.,0
475,7983NIG,72240,21/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Anambra,Nnewi South,,Otolo,5.98449,6.94145,1,The Nation (Nigeria),"A unidentified group protests PDP meetings in Umuokpu, Otolo and Ukpo, Anambra.",0
475,7984NIG,72241,21/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Anambra,Awka South,,Umuokpu,6.19760,7.04560,1,The Nation (Nigeria),"A unidentified group protests PDP meetings in Umuokpu, Otolo and Ukpo, Anambra.",0
475,7985NIG,72242,21/07/2015,2015,1,Battle-No change of territory,Hausa Ethnic Militia (Nigeria),,4,Berom Ethnic Militia (Nigeria),,4,44,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,2,Daily Independent (Lagos),Hausa and Berom militias clash in Barikin Ladi LGA on 21/07. Four believed dead. In a separate incident in the area unidentified gunmen kill four in a bar.,4
475,7986NIG,72243,21/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,2,Daily Independent (Lagos),"Unidentified gunmen open fire on a drinking establishment in Barikin Ladi LGA, four dead. The motive for the attack is not known.",4
475,7987NIG,72244,22/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,1,The Nation (Nigeria),Members of an Enugu State community protest the imposition of a monarch in Enugu City.,0
475,7988NIG,72245,22/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Ikeja,,Ikeja,6.59422,3.33748,1,Daily Independent (Lagos),Nigerians working for a Chinese company protested their employment termination.,0
475,7989NIG,72246,22/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Daily Trust (Abuja),Parents of perspective University of Lagos students protest a change of examination policy.,0
475,7990NIG,72247,22/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Gombe,Gombe,,Gombe,10.28969,11.16729,1,Associated Press,"Twin bomb blasts at bus stations in Gombe kill 29, plus many injuries. Boko Haram suspected.",29
475,7991NIG,72248,22/07/2015,2015,2,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Maiduguri,,Pompommari,11.81736,13.06377,1,Agence France Presse,"Suspected Boko Haram attack Pompommari, kill eight. Date disputed, either 22/07 or 23/07.",8
475,7992NIG,72249,22/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),PDP: Peoples Democratic Party,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,This Day (Lagos),A PDP senior official of Ahoada West LGA is assassinated at his home in Port Harcourt.,1
475,7993NIG,72250,23/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.62100,5.22150,1,This Day (Lagos),Medicine dealers protest forced closure of their shops by a pharmaceutical lobby.,0
475,7994NIG,72251,23/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,The Nation (Nigeria),Members of a motorcycle club protest government policies that hinder their transport activities.,0
475,7995NIG,72252,23/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Ogbia,,Otuaka,4.78320,6.31324,1,Leadership (Abuja),"Scores of Bayelsa youths on 23/07 staged a protest to demand for the appointment of indigenes into management positions in the Federal University, Otuoke (FUO).",0
475,7996NIG,72253,23/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Bayelsa,Yenegoa,,Yenagoa,4.92472,6.26417,1,The Nation (Nigeria),Residents protest the abduction of a traditional ruler of Tombia community.,0
475,7997NIG,72254,23/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),PDP: Peoples Democratic Party,5,Rioters (Nigeria),APC: All Progressives Congress,5,55,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Leadership (Abuja),Youths of the APC and PDP clash at a protest/counter protest against the actions by the governor in Jos. Injuries not known.,0
475,7998NIG,72255,23/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Bayelsa,Yenegoa,,Tombia,5.00022,6.26516,1,The Nation (Nigeria),A traditional ruler is abducted in Tombia. The abduction sparked a protest in Yenagoa.,0
475,7999NIG,72256,24/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Abakaliki,,Abakaliki,6.31625,8.11691,1,The Nation (Nigeria),Traders protest forced eviction from their stalls.,0
475,8000NIG,72257,24/07/2015,2015,1,Battle-Government regains territory,Police Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Dikwa,,Dikwa,12.02396,13.91646,1,Xinhua,Military forces retake Dikwa following a heavy bombardment. Causalities not known. It was later revealed military forces were able to release 30 Boko Haram hostages.,0
475,8001NIG,72258,24/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Adamawa,Madagali,,Madagali,10.88639,13.63000,2,Vanguard (Lagos),Boko Haram attacks a village in Madagali LGA killing 25,25
475,8002NIG,72259,24/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Askira/Uba,,Maikadiri,10.75765,13.31540,1,Agence France Presse,"Boko Haram attacks Maikadiri, Askira/Uba LGA during the morning hours 15 dead",15
475,8003NIG,72260,25/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Benue,Makurdi,,Makurdi,7.74110,8.51210,1,Daily Trust (Abuja),Benue State University students protest the death of their colleague at the gate of the university. The protesters believe the students expulsion from the institution drove him to his death.,0
475,8004NIG,72261,26/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Yobe,Damaturu,,Damaturu,11.74700,11.96080,1,Associated Press,"A Boko Haram suicide bomber targets a Damaturu market, 15 reported dead, 50 injured. It is believed the bomber was a ""mentally handicapped female.""",15
475,8005NIG,72262,26/07/2015,2015,1,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),Government of Nigeria (2015-),7,47,Nigeria,Federal Capital Territory,Abuja Municipality,,Gwarinpa,9.09944,7.40806,1,Daily Trust (Abuja),A government operative is attacked by a group of commercial motorcyclists after it is believed he shot a police officer in a dispute.,0
475,8006NIG,72263,27/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Imo,Owerri Municipal,,Owerri,5.48333,7.03041,1,Daily Trust (Abuja),"A workers union strikes, protests for better wages outside the state secretariat. The strike reportedly affected activity throughout the state.",0
475,8007NIG,72264,27/07/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Biu,,Buratai,10.90484,12.08863,1,The Sun (Nigeria),"Boko Haram attacks Buratai during the evening hours but are repelled by military forces. Causalities not known. Boko Haram regrouped and made a second pass at the town the following morning, but are equally repelled by military forces. Causalities unknown from the second attack.",0
475,8008NIG,72265,27/07/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Askira/Uba,,Dille,10.75628,13.21287,1,Agence France Presse,"Boko Haram attacks Dille, military forces retaliate, killing 11 of the attackers. Civilian casualties reported, though exact numbers are not known.",21
475,8009NIG,72266,27/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Askira/Uba,,Askira,10.64697,12.91104,2,Associated Press,"Boko Haram attacks of Mwuthamam (near Dille) on 27/07, casualties reported, tough numbers are not known.",10
475,8010NIG,72267,27/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Kukawa,,Kukawa,12.92342,13.56058,2,Agence France Presse,"Boko Haram slit the throats of 10 fishermen in villages (Bundaram, where they killed four people, Fishdam, where they killed two people, and Kwatar Mali, remainder) near Baga on the shores of the Lake Chad.",10
475,8011NIG,72268,27/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Enugu,Nsukka,,Nsukka,6.85610,7.39270,1,The Sun (Nigeria),A teacher is shot and killed by unidentified gunmen on 27/07.,1
475,8012NIG,72269,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Afikpo North,,Afikpo,5.89312,7.93735,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8013NIG,72270,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),NUP: Nigeria Union of Pensioners,6,,,0,60,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,1,Nigerian Tribune,"NUP protests in Akure over the non-payment of their gratuities, allowances and harmonisation arrears.",0
475,8014NIG,72271,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Ohaukwu,,Ezamgbo,6.39450,7.97650,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8015NIG,72272,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Ishielu,,Ezillo,6.42770,7.79260,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8016NIG,72273,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Izzi,,Izzi,6.58333,8.05000,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8017NIG,72274,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Ezza North,,Okposi,6.28572,8.01343,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8018NIG,72275,28/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Ebonyi,Ebonyi,,Ugbodo,6.51155,8.12984,2,The Nation (Nigeria),"Workers in Ishielu, Ohaukwu, Ebonyi, Afikpo North, Ezza North and Izzi local government areas of Ebonyi State protested what they described as governments insensitivity to the plight of civil servants and plans to cut their salary."" Protest were believed to be held in all areas.",0
475,8019NIG,72276,28/07/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Biu,,Buratai,10.90484,12.08863,1,The Sun (Nigeria),"Boko Haram attacks Buratai during the evening hours but are repelled by military forces. Causalities not known. Boko Haram regrouped and made a second pass at the town the following morning, but are equally repelled by military forces. Causalities unknown from the second attack.",0
475,8020NIG,72277,29/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Daily Trust (Abuja),Protesters went to the National Assembly complex in Abuja to register their displeasure over Amnesty International report on rights abuses by the Nigerian military.,0
475,8021NIG,72278,29/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Delta,Ika South,,Agbor,6.26619,6.15052,1,Leadership (Abuja),People affected with leprosy protest government neglect in Agbor.,0
475,8022NIG,72279,29/07/2015,2015,1,Strategic development,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Konduga,,Konduga,11.65583,13.42133,2,Agence France Presse,"Military forces free 59 Boko Haram hostages in Konduga LGA, no reported violence.",0
475,8023NIG,72280,29/07/2015,2015,1,Violence against civilians,Vigilante Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Nasarawa,Akwanga,,Akwanga,8.91667,8.38333,1,Daily Trust (Abuja),Mobs kill two suspected motorcycle thieves in Akwanga.,2
475,8024NIG,72281,30/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),KAROTA: Kano Road and Traffic Agency,5,Rioters (Nigeria),,5,55,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,Daily Trust (Abuja),Commercial drivers and members of KAROTA clash over an illegal motor park. Injuries reported.,0
475,8025NIG,72282,30/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Ukum,,Zaki Biam,7.51667,9.61667,1,Nigerian Tribune,"Unidentified gunmen attack Zaki Biam yam market, kill 10 and injure others.",10
475,8026NIG,72283,31/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,,,0,50,Nigeria,Ondo,Akure South,,Akure,7.25256,5.19312,2,Nigerian Tribune,Students blocked the Akure/Owo Expressway over a spate of accidents along the road. The students called on the Federal Government to create an alternative routes for trucks and trailers on the road or ban them from moving during the day time.,0
475,8027NIG,72284,31/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Kuje,,Kuje,8.89639,7.24306,1,Daily Trust (Abuja),"Some youths in Kuje Area Council, Federal Capital Territory (FCT) staged a protest over the impeachment of the councils speaker on 31/07.",0
475,8028NIG,72285,31/07/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Cross River,Obubra,,Obubra,6.07525,8.32904,2,Daily Trust (Abuja),Elderly women and youths marched through major streets of Obubra Local Government Area of Cross River State to caution the incumbent chairman of the council not to attempt making a come back with a second term.,0
475,8029NIG,72286,31/07/2015,2015,1,Riots/Protests,Rioters (Nigeria),PDP: Peoples Democratic Party,5,Police Forces of Nigeria (2015-),,1,15,Nigeria,Ekiti,Ado Ekiti,,Ado-Ekiti,7.62100,5.22150,1,The Nation (Nigeria),Two factions of the Ekiti State PDP fired shots at each other at the states party secretariat. A leader of one of the factions was injured in the shootout.,0
475,8030NIG,72287,31/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Yobe,Gujba,,Gujba,11.50320,11.93670,2,Agence France Presse,Ten are dead after Boko Haram attacks Kukuwa-Gari village of Gujba on 31/07.,10
475,8031NIG,72288,31/07/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Maiduguri,,Maiduguri,11.84644,13.16027,1,The Guardian,A Boko Haram suicide attack kills eight in Maiduguris Gamboru market.,8
475,8032NIG,72289,31/07/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Benue,Ukum,,Zaki Biam,7.51667,9.61667,1,The Sun (Nigeria),"Unidentified gunmen riding motorcycles storm Zaki-Biam, Ukum local government area of Benue State, killing eight.",8
475,8033NIG,72290,01/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),NURTW: National Union of Road Transport Workers,5,Police Forces of Nigeria (2015-),,1,15,Nigeria,Delta,Oshimili South,,Asaba,6.20064,6.73385,1,The Nation (Nigeria),44 suspected arrested and two police injured following union unrest.,0
475,8034NIG,72291,02/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Bama,,Bama,11.52210,13.68558,2,The Sun (Nigeria),"Boko Haram and military forces battle in Bama LGA, 13 killed and 27 wounded. Additionally, military forces freed 178 hostages being held by Boko Haram, and arrested a prominent commander.",13
475,8035NIG,72292,02/08/2015,2015,1,Remote violence,Military Forces of Nigeria (2015-),,1,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,12,Nigeria,Borno,Monguno,,Bida,12.34487,13.45680,1,The Sun (Nigeria),"Military forces carry out a series of air attacks on Boko Haram positions in Bita (Bida), Borno State. A ""large number"" of causalities. The strikes were in response to a Boko Haram planned offensive on the village, for which they were mobilising.",10
475,8036NIG,72293,02/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),NURTW: National Union of Road Transport Workers,5,Rioters (Nigeria),RTEAN: Road Transport Employers Association of Nigeria,5,55,Nigeria,Kwara,Offa,,Offa,8.15000,4.71667,1,Daily Trust (Abuja),"Disagreements between two unions results in violence, one dead.",1
475,8037NIG,72294,02/08/2015,2015,1,Strategic development,Military Forces of Nigeria (2015-),,1,Civilians (Nigeria),,7,17,Nigeria,Borno,Kaga,,Benisheikh,11.80720,12.49090,1,Nigerian Tribune,Military forces arrest 30 owners of businesses in Benisheikh and Mainuk for their aid and abetment of Boko Haram.,0
475,8038NIG,72295,02/08/2015,2015,1,Strategic development,Military Forces of Nigeria (2015-),,1,Civilians (Nigeria),,7,17,Nigeria,Borno,Kaga,,Mainuk,11.82880,12.63450,1,Nigerian Tribune,Military forces arrest 30 owners of businesses in Benisheikh and Mainuk for their aid and abetment of Boko Haram.,0
475,8039NIG,72296,02/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Adamawa,Madagali,,Madagali,10.88639,13.63000,2,Leadership (Abuja),"Boko Haram attacks Kolbachuwa location in Madagali LGA, killing between five and eight on 02/08.",5
475,8040NIG,72297,03/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Daily Trust (Abuja),Several corps members in the Federal Capital Territory (FCT) protested over what they described as extortion of certain amount of fees charged for a government programme.,0
475,8041NIG,72298,03/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Konduga,,Konduga,11.65583,13.42133,2,This Day (Lagos),"Seven are killed in a Boko Haram attack on four Konduga LGA, including Malari.",7
475,8042NIG,72299,03/08/2015,2015,1,Violence against civilians,Fulani Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Fulani Ethnic Group (Nigeria),7,47,Nigeria,Nasarawa,Obi,,Obi,8.36667,8.76667,1,Nigerian Tribune,"Suspected Fulani attackers attacked a rival Fulani settlement in Obi, killing eight in injuring five.",8
475,8043NIG,72300,04/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Lagos,Ikeja,,Ikeja,6.59422,3.33748,1,Vanguard (Lagos),"Numbering in the hundreds, youths protest the planned prosecution of a Synagogue after its building collapsed in 2014.",0
475,8044NIG,72301,04/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),PDP: Peoples Democratic Party,5,Rioters (Nigeria),APGA: All Progressives Grand Alliance Party,5,55,Nigeria,Abia,Ikwuano,,Umariaga,5.47404,7.55103,1,The Sun (Nigeria),Members of the PDP and APGA parties clash in Umariaga at an election petition tribunal.,0
475,8045NIG,72302,04/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Borno,Kukawa,,Baga,13.09466,13.82343,1,Agence France Presse,Boko Haram kills nine fishermen at Baga village on 04/08.,9
475,8046NIG,72303,04/08/2015,2015,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Plateau,Barkin Ladi,,Barkin Ladi,9.53333,8.90000,2,Nigerian Tribune,"Unidentified gunmen attacked a mosque in Anguwan Katako, Barkin Ladi Local Government Area on 04/08. Causalities not known. Locals blamed Berom youth, though the validity of this claim is not known.",0
475,8047NIG,72304,05/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Daily Trust (Abuja),Demonstrators protest at the national assembly over a loan request by the Edo State government.,0
475,8048NIG,72305,05/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Yobe,Fika,,Dumbulwa,11.12460,11.47710,1,Vanguard (Lagos),"Boko Haram attacks Tadagara and Dumbulwa villages in Yobe State, killing nine residents.",5
475,8049NIG,72306,05/08/2015,2015,1,Violence against civilians,Boko Haram - Wilayat Gharb Ifriqiyyah,,2,Civilians (Nigeria),,7,27,Nigeria,Yobe,Fika,,Fika,11.28340,11.30800,2,Vanguard (Lagos),"Boko Haram attacks Tadagara and Dumbulwa villages in Yobe State, killing nine residents.",4
475,8050NIG,72307,05/08/2015,2015,1,Violence against civilians,Kogi Communal Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Anambra,Anambra East,,Aguleri,6.32241,6.89021,2,The Nation (Nigeria),"Two are beheaded and four injured in an attack by Kogi State communal militants on farmers at Eziagulu Otu in Anambra East LGA over ownership of Orient Petroleum Resources Plc. The attackers, who were heavily armed, took the farmers unawares and as many of them ran into the river, the attackers caught six of them, killing two and injuring four.",2
475,8051NIG,72308,06/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,,,0,50,Nigeria,Yobe,Damaturu,,Damaturu,11.74700,11.96080,1,Vanguard (Lagos),"Students blocks roads in Damaturu, protesting the sale of handouts by teachers, who insist students must buy them before passing examinations.",0
475,8052NIG,72309,06/08/2015,2015,1,Riots/Protests,Protesters (Nigeria),NDWPD: Niger Delta Women for Peace and Development,6,,,0,60,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,3,Daily Trust (Abuja),The women under the aegis of Niger Delta Women for Peace and Development (NDWPD) from several states protested for the release of a government official being held over the conduct of the governorship election in the state. The location(s) of the protest not known.,0
475,8053NIG,72310,07/08/2015,2015,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,The Sun (Nigeria),Commercial drivers violently protest after a colleague is shot by police after refusing to pay a bribe.,0
475,8054NIG,72311,07/08/2015,2015,1,Battle-No change of territory,Military Forces of Nigeria (2015-),,1,Police Forces of Nigeria (2015-),,1,11,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,The Sun (Nigeria),"Police and military forces clash in Benin City. The clash stemmed from a series of incidents between the two groups earlier in the day. Fifteen reported injuries, including those from bystanders.",0
