GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECISION,SOURCE,NOTES,FATALITIES
475,1NIG,64258,07/01/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Agence France Presse,A blast believed to have been caused by a bomb killed one soldier ( a second died later) and wounded 29 others traveling on a military bus near the Abate Military Barracks in Lagos,2
475,2NIG,64259,08/01/1997,1997,2,Battle-No change of territory,Ekori Ethnic Militia (Nigeria),,4,Ekori Ethnic Militia (Nigeria),,4,44,Nigeria,Cross River,Yakurr,,Ugep,5.80860,8.08120,2,Agence France Presse,At least 20 people including a police sergeant killed in a dispute between rivals in the Ekori community seeking a traditional title,1
475,3NIG,64260,09/01/1997,1997,1,Battle-No change of territory,Ekori Ethnic Militia (Nigeria),,4,Ekori Ethnic Militia (Nigeria),,4,44,Nigeria,Kogi,Lokoja,,Lokoja,7.80236,6.74301,3,Agence France Presse,three people were killed in a revenge attack during communal clashes on Thursday - related to a dispute between rivals over a traditional Ekori title,3
475,4NIG,64261,10/01/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1993-1999),,1,14,Nigeria,Bayelsa,Sagbama,,Niger Delta,4.83333,6.00000,2,Reuters News,The body of one of four soldiers gone missing while trying to quell the violence by the Ijaw militias was found.,1
475,5NIG,64262,10/01/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1993-1999),,1,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Three are killed in a battle between militant Ijaw youths and the military during a shootout.,3
475,6NIG,64263,11/01/1997,1997,2,Violence against civilians,Military Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Federal Capital Territory,Abuja Municipality,,Abuja,9.08333,7.53333,1,Associated Press Worldstream,"two doctors and four nurses were beaten to a state of unconsciousness over the weekend by members of the State Security Service, said the National Association of Resident Doctors of Nigeria",0
475,7NIG,64264,12/01/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Four performersy are injured when a bomb explodes in Lagos.,0
475,8NIG,64265,14/01/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),NADECO: National Democratic Coalition Militia,7,17,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Associated Press Worldstream,"six shots were fired at Abraham Adesanya, the deputy chairman of the largest opposition coalition as he drove through the heart of the business district in Lagos, he suffered minor injuries. Opposition leaders have been targetted by the military regime.",0
475,9NIG,64266,15/01/1997,1997,2,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Sokoto,Sokoto North,,Sokoto,13.04803,5.21429,1,The Week,thousands of Gummi local government indigenes stormed the of Sokoto State House to protest a proposal that Gummi LGA be excised from Sokoto State and merged with Zamfara,0
475,10NIG,64267,18/01/1997,1997,2,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,,,0,50,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,1,Xinhua News,"students riot over school fees at the University of Nigeria, enugu campus",0
475,11NIG,64268,18/01/1997,1997,2,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,,,0,50,Nigeria,Enugu,Nsukka,,Nsukka,6.85610,7.39270,1,Xinhua News,"students riot over school fees at the University of Nigeria, nsukka campus",0
475,12NIG,64269,18/01/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),UNCP: United Nigeria Congress Party,7,37,Nigeria,Ogun,Remo North,,Isara,6.99281,3.68185,2,The Guardian,"Bode Olajumoke, opposition party leader and his associates attacked, robbed, by four gunmen and would-be kidnappers north of Lagos, after a spate of attacks on opposition politicians in Nigeria.",0
475,13NIG,64270,25/01/1997,1997,1,Strategic development,Unidentified Armed Group (Nigeria),,3,,,0,30,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,This Day (Nigeria),A group set fire to a telephone exchange.,0
475,14NIG,64271,29/01/1997,1997,1,Riots/Protests,Rioters (Nigeria),Students (Nigeria),5,Rioters (Nigeria),Students (Nigeria),5,55,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Associated Press Worldstream,"An officer of the student union was knived to death when fighting broke out amongst two groups of students, one group of about 3,000 students had gathered to protest alleged changes to tuition fees",1
475,15NIG,64272,04/02/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Urhobo Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Daily Times,Nineteen are killed in a land dispute in Warri.,19
475,16NIG,64273,07/02/1997,1997,1,Riots/Protests,Rioters (Nigeria),Shiite Muslim Group (Nigeria),5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,Associated Press Worldstream; PanAfrican News Agency,"Riots broke out at a prayer meeting to mark the end of Ramadan. Police opened fire to control a crowd of 400 Shiite Muslims, after marchers attacked them with stones and other weapons . Witnesses reported five deaths, police reported only one. The Shiites were reported by some sources to be protesting the military government. Another report said the Shiites were confronted by other Muslims after hoisting their flag at the Central Mosque.",1
475,17NIG,64274,08/02/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Oshimili South,,Asaba,6.20064,6.73385,3,Daily Times,Armed robbers attack church in Nigerias southern Delta State. No other information provided.,0
475,18NIG,64275,10/02/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1993-1999),,1,14,Nigeria,Bayelsa,Nembe,,Ijaw,4.47472,6.26306,1,Reuters News,One Ijaw dead and 58 arrested when Nigerian armed forces storm their village in retaliation for the kidnapping of their personnel.,1
475,19NIG,64276,10/02/1997,1997,1,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Lagos,Ojo,,Ojo,6.45382,3.20585,1,Agence France Presse,Two students died and several were injured when the followers of two campus cults clashed at Lagos State University,2
475,20NIG,64277,10/02/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Bayelsa,Ekeremor,,Ekeremor,5.05563,5.78006,1,Daily Times,One dead following an attack by the military on a Delta town.,1
475,21NIG,64278,12/02/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,PanAfrican News Agency,"A bomb exploded as a military bus passed, seven were injured",0
475,22NIG,64279,14/02/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,A French oil engineer was shot and killed by gunmen.,1
475,23NIG,64280,16/02/1997,1997,1,Violence against civilians,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Ogun,Ijebu ode,,Ijebu-Ode,6.81609,3.91588,1,The Guardian,A police officer kills one and injured three others when a bus driver refused to pay a bribe at a road checkpoint.,1
475,24NIG,64281,16/02/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Sunday Concord,Gunmen kill a Logos based businessman in his home.,1
475,25NIG,64282,18/02/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Aniocha South,,Ogwashi-Uku,6.17818,6.52429,1,Reuters News,A Catholic priest was shot dead in his home by unknown men.,1
475,26NIG,64283,21/02/1997,1997,1,Riots/Protests,Rioters (Nigeria),Christian Group (Nigeria),5,Rioters (Nigeria),Christian Group (Nigeria),5,55,Nigeria,Cross River,Calabar Municipal,,Calabar,4.96667,8.33333,1,The Guardian,Clashes between two Christian religious groups paralyze business in southeastern Calabar town.,0
475,27NIG,64284,25/02/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Tire manufacturer Dunlop was forced to close its factory when workers there rioted for a pay increase.,0
475,28NIG,64285,25/02/1997,1997,1,Battle-No change of territory,CNC: Congress for National Consensus Party,,3,Unidentified Armed Group (Nigeria),,3,33,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,1,Reuters News,Two are dead in an election primary clash between two opposing parties.,2
475,29NIG,64286,09/03/1997,1997,1,Battle-No change of territory,Ife Ethnic Militia (Nigeria),,4,Modakeke Ethnic Militia (Nigeria),,4,44,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,BBC Monitoring Service,Four more are killed during ongoing fighting between ethnic groups in Osun State.,4
475,30NIG,64287,11/03/1997,1997,1,Battle-Government regains territory,Military Forces of Nigeria (1993-1999),,1,RUF: Revolutionary United Front,,2,12,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,3,NPWJ p.525,,0
475,31NIG,64288,12/03/1997,1997,1,Violence against civilians,Unidentified Ethnic Militia (Nigeria),,4,Civilians (International),,7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,Agence France Presse,"Twenty foreigners - 1 American, 3 Britons, 16 Frenchmen - held by tribesmen who took over an oil platform off the Nigerian coast near the town of Warri",0
475,32NIG,64289,14/03/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),Police Forces of Nigeria (1993-1999),1,Civilians (Nigeria),Institute for Human Rights and Humanitarian Law,7,17,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Radio Kudirat Nigeria,"Police and security officials allegedly raided the offices of the Institute for Human Rights and Humanitarian Law based in Port Harcourt, seizing documents and detaining the organizations secretary",0
475,33NIG,64290,15/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (International),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,3,Agence France Presse,Three people died in violence related to Nigerias municipal elections in Rivers State,3
475,34NIG,64291,15/03/1997,1997,1,Violence against civilians,Rioters (Nigeria),,5,Civilians (Nigeria),,7,57,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,One woman was shot and killed and several were injured during youth protests related to Nigerias municipal elections,1
475,35NIG,64292,16/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Osun,Ife East,,Ife-Ife,7.46667,4.56667,2,The New York Times,"Rioting students calling for the release of Moshood Abiola, jailed opposition leader, storm a polling station at a university.",0
475,36NIG,64293,16/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The New York Times,Police shoot tear gas into a group of 2000 rioters who claimed election officials of vote fraud.,0
475,37NIG,64294,22/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,"Attackers injure six staff members of the Royal/Dutch Shell corporation and hold 127 for ransom. """,0
475,38NIG,64295,23/03/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Police Forces of Nigeria (1993-1999),Military Forces of Nigeria (1993-1999),1,13,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,The Guardian,"A group of armed robbers kill two members of """"Operation Sweep"""" combined anti-crime task force of the navy police and soldiers.""",2
475,39NIG,64296,23/03/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),Itsekiri Ethnic Militia (Nigeria),4,Civilians (Nigeria),,7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,Angered that their tribes must relocate their local government headquarters the Ijaw and Itserki take nearly 100 Royal Dutch/Shell workers hostage.,0
475,40NIG,64297,25/03/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Attackers seriously hurt three more workers.,0
475,41NIG,64298,26/03/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,This Day (Nigeria),Three dead and about 390000 barrels per day (bpd) of crude oil is feared to be of risk because of protests in the Midwestern town of Warri over relocation of a local government headquarters.,3
475,42NIG,64299,26/03/1997,1997,2,Battle-No change of territory,Urhobo Ethnic Militia (Nigeria),,4,Ijaw Ethnic Militia (Nigeria),,4,44,Nigeria,Anambra,Anambra East,,Asaba,6.18333,6.75000,3,Daily Times,"At least 19 people were killed in a dispute over oil-wells between Gbaregolo, part of the Urhobo community, and Esanma, who belong to the Ijaw ethnic group",19
475,43NIG,64300,26/03/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),,4,Civilians (Nigeria),,7,47,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Three Ijaw militants were killed as they rioted against civilians and oil companies in the area.,3
475,44NIG,64301,28/03/1997,1997,2,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Sporadic rioting over the period of a week leaves three Ijaw tribesmen dead as they and Itserki militia raided each others homes and businesses.,3
475,45NIG,64302,03/04/1997,1997,1,Riots/Protests,Rioters (Nigeria),DPN: Democratic Party of Nigeria,5,Rioters (Nigeria),CNC: Congress for National Consensus Party,5,55,Nigeria,Lagos,Amuwo-Odofin,,Ibese,6.41022,3.25636,1,Daily Times,Four people were killed and 29 declared missing when fighting broke out between supporters of rival political parties involved in re-run local polls,4
475,46NIG,64303,04/04/1997,1997,1,Violence against civilians,Ijaw Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Itsekiri Ethnic Group (Nigeria),7,47,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,The Guardian,Several people were killed when an Itsekiri village was lit on fire overnight in southern Nigerias oil-rich Niger delta,10
475,47NIG,64304,08/04/1997,1997,1,Riots/Protests,Protesters (Nigeria),Itsekiri Ethnic Group (Nigeria),6,,,0,60,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,The Vanguard,hundreds of itesekiri women and youths embarked on a peaceful demonstration against the suspension of the newly elected chairman of warrsouth local government council,0
475,48NIG,64305,09/04/1997,1997,1,Battle-No change of territory,Gindiri Ethnic Militia (Nigeria),,4,Panyam Communal Militia (Nigeria),,4,44,Nigeria,Plateau,Jos North,,Jos,9.92849,8.89212,3,The Guardian; The Daily Times,"the Panyams and the Gindiris clashed in the village of Changai over the nomination of a new village chief. Eight people died, several were wounded and several homes burned down.",8
475,49NIG,64306,10/04/1997,1997,1,Battle-No change of territory,Berom Ethnic Militia (Nigeria),,4,Hausa Ethnic Militia (Nigeria),,4,44,Nigeria,Katsina,Malumfashi,,Gero,11.95136,7.65200,1,Reuters News,Fifteen are killed and nearly seventy injured in a clash between the Beroms and Hausa immigrants when the Beroms discover a dead body of a kinsman and assume the Hausa are responsible.,15
475,50NIG,64307,16/04/1997,1997,2,Violence against civilians,Itsekiri Ethnic Militia (Nigeria),,4,Civilians (Nigeria),Ijaw Ethnic Group (Nigeria),7,47,Nigeria,Delta,Okpe,,Ikpokpogri,5.68128,5.74147,3,Agence France Presse; Radio Kudirat Nigeria,the Ijaw accused Itsekiris of killing 44 people in a raid on a coastal Ijaw village (reported on Thursday),44
475,51NIG,64308,17/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse,"Clashes broke out after an Itsekiri leaders son was found murdered. Itsekiri and Ijaw exchanged fire and a police post, Warris main market and several vehicles were burnt down. At least 2 were killed",2
475,52NIG,64309,18/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Ikpokpo Communal Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five more are killed as ethnic fighting continues.,5
475,53NIG,64310,20/04/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Delta,Burutu,,Forcados River,5.38615,5.32084,2,Reuters News,Militant youths attack an oil company boat on a river and kidnap the Captain.,0
475,54NIG,64311,21/04/1997,1997,1,Riots/Protests,Protesters (Nigeria),Dockworkers (Nigeria),6,,,0,60,Nigeria,Rivers,Bonny,,Bonny,4.45220,7.16808,1,Agence France Presse,"dockworkers at Loaders for Ocean Inchape Ltd., a private British firm contracted to shell, went on strike to demand severance pay totalling 10 years worth of wages, but finally settled for one years pay after 2 days",0
475,55NIG,64312,21/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Eight die in a clash between Ijaw and Itsekiri as violence in Warri continues over a movement of a government headquarters in region.,8
475,56NIG,64313,22/04/1997,1997,1,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Ijaw Ethnic Militia (Nigeria),,4,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse; Xinhua News,Nigerian Troops were deployed to restore order in Warri,0
475,57NIG,64314,22/04/1997,1997,1,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Itsekiri Ethnic Militia (Nigeria),,4,14,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Agence France Presse; Xinhua News,Nigerian Troops were deployed to restore order in Warri,0
475,58NIG,64315,22/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five die in continuing clashes between Ijaw and Itsekiri militias.,5
475,59NIG,64316,23/04/1997,1997,2,Battle-No change of territory,Military Forces of Nigeria (1993-1999),,1,Police Forces of Nigeria (1993-1999),,1,11,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,The Guardian,a police officer was killed and several others were wounded during a recent ethnic clash between soldiers and policemen in kano,1
475,60NIG,64317,24/04/1997,1997,1,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Lagos,Ojo,,Ojo,6.45382,3.20585,1,African Independent Television,Lagos State University (LASU) has been closed temporarily following clashes between campus cults during the Miss LASU contest in which two students were killed and about a dozen others injured,2
475,61NIG,64318,25/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri North,,Koko,6.00109,5.46754,1,Reuters News,Five killed as Warri violence spreads to a nearby village.,5
475,62NIG,64319,26/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Five more killed during Warri violence between warring communities.,5
475,63NIG,64320,28/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri North,,Ebrohimi,5.88315,5.17498,1,Agence France Presse,a second itsekiri villages was torched during renewed interethnic fighting,0
475,64NIG,64321,28/04/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,2,Agence France Presse,At least five people were killed and an itsekiri village torched during renewed interethnic fighting,5
475,65NIG,64322,03/05/1997,1997,1,Violence against civilians,Police Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Kwara,Ilorin East,,Illorin,8.50000,4.55000,1,Reuters News,Two suspects awaiting trial were killed in prison via torture by police.,2
475,66NIG,64323,04/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,A police officer dies when he is stampeded in a soccer riot.,1
475,67NIG,64324,06/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,Police Forces of Nigeria (1993-1999),,1,15,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The Guardian,"Four people have been killed in riots after an arson attack which razed a large part of the Onitsha market, the biggest market in Nigeria. Police opened fire and used teargas in battles with the rioters",4
475,68NIG,64325,07/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,The Guardian,"A child was killed in riots after an arson attack which razed a large part of the Onitsha market, the biggest market in Nigeria",1
475,69NIG,64326,07/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,Reuters News,Several are injured when unknown men detonate a bomb near a military truck in Lagos.,0
475,70NIG,64327,08/05/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Two are killed in fighting between Ijaws and Itsekiri tribes over land.,2
475,71NIG,64328,10/05/1997,1997,1,Riots/Protests,Rioters (Nigeria),,5,,,0,50,Nigeria,Bayelsa,Nembe,,Bassambiri,4.53333,6.41667,2,This Day (Nigeria),"Youths from Ogbo-Lombiri village rioted against villagers in Bassambiri, targetting Shell to gain attention, and forcing oil wells to briefly shut down",0
475,72NIG,64329,12/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),Police Forces of Nigeria (1993-1999),1,13,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,The Daily Times,A bomb blast in Ibadan injures two soldiers and one police officer.,0
475,73NIG,64330,15/05/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Enugu,Enugu East,,Enugu,6.44258,7.50220,2,The Guardian,"Gunmen shot and killed a former minister in the eastern Enugu state, Charles Nnachetam and stole his luxury car.",1
475,74NIG,64331,16/05/1997,1997,1,Remote violence,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Anambra,Onitsha North,,Onitsha,6.14543,6.78845,1,Reuters News; Associated Press Worldstream,Six are killed when a militant group detonates a bomb at a mosque.,6
475,75NIG,64332,31/05/1997,1997,2,Battle-No change of territory,Fulani Ethnic Militia (Nigeria),,4,Udawa Ethnic Militia (Nigeria),,4,44,Nigeria,Gombe,Gombe,,Gombe,10.28969,11.16729,2,Reuters News,Twenty three people died in two days of clashes between cattle hearers fighting over grazing land in northeastern Nigeria.,0
475,76NIG,64333,10/06/1997,1997,1,Violence against civilians,Military Forces of Nigeria (1993-1999),,1,Civilians (Nigeria),,7,17,Nigeria,Delta,Burutu,,Burutu,5.35091,5.50759,1,BBC Monitoring Service,A naval amphibious battalion attacks a Delta State village killing five in a revenge operation sparked by a recent kidnapping.,5
475,77NIG,64334,15/06/1997,1997,2,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Itsekiri Ethnic Militia (Nigeria),,4,44,Nigeria,Delta,Warri South,,Warri,5.51667,5.75000,1,Reuters News,Nineteen are dead in an ethnic clash set of by the arresting of a man alleged to have been harassing people in Warri. Included in the damage are 18 houses burnt.,19
475,78NIG,64335,16/06/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kaduna,Kaduna North,,Kaduna,10.52224,7.43828,1,Xinhua News,"civil servants in kaduna state went on an indefinite strike over non-payment of promised allowances for medical, transport, and accomodation",0
475,79NIG,64336,18/06/1997,1997,2,Battle-No change of territory,Campus Cult Militia,,3,Campus Cult Militia,,3,33,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,NTA TV,"A war between two campus cults fighting over a girl left 2 dead at the polytechnic, Ibadan",2
475,80NIG,64337,24/06/1997,1997,1,Riots/Protests,Protesters (Nigeria),,6,,,0,60,Nigeria,Kano,Kano Municipal,,Kano,12.00012,8.51672,1,The Guardian,A large group of youths protest in the streets of Kano due to an extreme fuel shortage.,0
475,81NIG,64338,24/06/1997,1997,1,Battle-No change of territory,Campus Cult Militia,Black Axe Student Militia,3,Campus Cult Militia,The Eiye Confraternity,3,33,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Agence France Presse,eight students were brutalised over a gossip magazine in a violent clash between rival secret campus cults at the University of Benin,0
475,82NIG,64339,28/06/1997,1997,1,Battle-No change of territory,Campus Cult Militia,Black Axe Student Militia,3,Campus Cult Militia,The Eiye Confraternity,3,33,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,1,Agence France Presse,Five students were killed in a violent clash between rival secret campus cults at the University of Benin,5
475,83NIG,64340,01/07/1997,1997,1,Remote violence,Nigerian Liberation Organization Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Lagos,Lagos Island,,Lagos,6.45306,3.39583,1,News Agency of Nigeria (NAN),The Nigerian Liberation Organization a militant group explodes a bomb near an army barracks killing two civilians.,2
475,84NIG,64341,02/07/1997,1997,1,Battle-No change of territory,Unidentified Armed Group (Nigeria),,3,Military Forces of Nigeria (1993-1999),,1,13,Nigeria,Edo,Oredo,,Benin City,6.33505,5.62749,3,Reuters News,Five soldiers are killed when they confront a group involved in illegal lumber activities.,5
475,85NIG,64342,04/07/1997,1997,1,Battle-No change of territory,Panyam Communal Militia (Nigeria),,4,Changai Communal Militia (Nigeria),,4,44,Nigeria,Plateau,Bokkos,,Bokkos,9.30000,9.00000,2,Reuters News,Eight die in a clash between two neighboring communities over the installation of a new leader.,8
475,86NIG,64343,06/07/1997,1997,1,Violence against civilians,Unidentified Armed Group (Nigeria),,3,Civilians (Nigeria),,7,37,Nigeria,Oyo,Ibadan North West,,Ibadan,7.38778,3.89639,1,BBC Monitoring Service,"An armed group fighting amongst itself over a female student kills a bystander.""",1
475,87NIG,64344,08/07/1997,1997,1,Remote violence,NADECO: National Democratic Coalition Militia,,3,Civilians (Nigeria),,7,37,Nigeria,Rivers,Port Harcourt,,Port Harcourt,4.77742,7.01340,1,Reuters News,"A bomb set by NADECO detonated in Port Harcourt killing a young boy and injured two others. """,1
475,88NIG,64345,19/07/1997,1997,1,Battle-No change of territory,Ijaw Ethnic Militia (Nigeria),,4,Military Forces of Nigeria (1993-1999),Police Forces of Nigeria (1993-1999),1,14,Nigeria,Borno,Biu,,Biu,10.61285,12.19458,1,BBC Monitoring Service,Thirty arrested and six hospitalized when members of the Ijaw community clash with members of the police and military over unknown reasons.,0
